VESSEL,VOYAGE,DATED,TO,STEAM,RPM,SPEED,STW,M/E HFO CONS.,M/E LSHFO CONS.,M/E MDO CONS.,M/E LSMDO CONS.,M/E MGO CONS.,M/E LSMGO CONS.,D/G HFO CONS.,D/G LSHFO CONS.,D/G MDO CONS.,D/G LSMDO CONS.,D/G MGO CONS.,D/G LSMGO CONS.,BOIL. HFO CONS.,BOIL. SHFO CONS.,BOIL. MDO CONS.,BOIL. LSMDO CONS.,BOIL. MGO CONS.,BOIL. LSMGO CONS.,WIND,SWELL,SLIP,CUR SPD,DRAFT FOR,DRAFT AFT,OBS DIST,OPERATION,CARGOCARRIED
BRAVERUS,201708B,10/21/2017,PORT HEDLAND,24,69.5,11.25,10.45,33.1,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,11.09,0.8,7.05,8,270,,0
BRAVERUS,201708B,10/20/2017,PORT HEDLAND,14,66.4,11.5,11,17.7,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,6,2.5,4.95,0.5,6.2,8.8,161,,0
BRAVERUS,201708B,10/20/2017,HONG KONG,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.7,0,0,0,0,0,6.2,8.6,0,BUNKERING,0
BRAVERUS,201708B,10/20/2017,HONG KONG,0.16,62.9,6.25,10.62,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.2,6.4,8.4,1,,0
BRAVERUS,201708B,10/19/2017,HONG KONG,24,62.9,11.41,10.62,24.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0.3,0,6,2,0.29,0.8,6.4,8.4,274,,0
BRAVERUS,201708B,10/18/2017,HONG KONG,24,58,10.54,10.04,20,0,0,0,0,0,3.4,0,0,0,0,0,0.5,0,0,0,0,0,7,2.5,0.11,0.5,6.15,8.36,253,,0
BRAVERUS,201708B,10/17/2017,HONG KONG,24,53.3,10.95,11,15.1,0,0,0,0,0,3.2,0,0,0,0,0,1,0,0,0,0,0,7,3.5,-12.82,0.2,6.15,8.36,263,,0
BRAVERUS,201708B,10/16/2017,HONG KONG,24,60.8,10.29,11,21.9,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8,4,7.03,0.7,6.15,8.36,247,,0
BRAVERUS,201708B,10/15/2017,HONG KONG,13.83,58,9.97,10,11.9,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,5,1,3.29,0.5,6.15,8.36,138,,0
BRAVERUS,201708B,10/15/2017,QINGDAO,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0.8,0,0,0,0,0,6.2,8.3,0,DISCHARGING,0
BRAVERUS,201707L,10/14/2017,QINGDAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,1.8,0,0,0,0,0,7.8,8,0,DISCHARGING,6700
BRAVERUS,201707L,10/13/2017,QINGDAO,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.7,0,0,0,0,0,9.65,9.85,0,DISCHARGING,50800
BRAVERUS,201707L,10/12/2017,QINGDAO,0,0,0,0,1.7,0,0,0,0,0,1.1,0,0,0,1.1,0,1.1,0,0,0,0.5,0,0,0,0,0,17.72,17.72,0,DISCHARGING,156964
BRAVERUS,201707L,10/11/2017,QINGDAO,0,0,0,0,8,0,0,0,0,0,2.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,17.72,17.72,0,DISCHARGING,167856
BRAVERUS,201707L,10/11/2017,QINGDAO,2,69,10,11,2.9,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,4,1,20.31,1,17.72,17.72,20,,167856
BRAVERUS,201707L,10/10/2017,QINGDAO,24,69,10.7,11.2,35,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2,0.5,14.81,0.5,17.72,17.72,257,,167856
BRAVERUS,201707L,10/09/2017,QINGDAO,24,69,10.75,10,35.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,1,14.45,0.2,17.72,17.72,258,,167856
BRAVERUS,201707L,10/08/2017,QINGDAO,24,69.1,11.33,10.1,36.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,7,2.5,9.96,1.2,17.72,17.72,272,,167856
BRAVERUS,201707L,10/07/2017,QINGDAO,24,69.1,11.16,10.3,36.4,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,6,2.5,11.22,1,17.72,17.72,268,,167856
BRAVERUS,201707L,10/06/2017,QINGDAO,24,69.4,10.83,10.9,35,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,2.5,14.24,0.2,17.72,17.72,260,,167856
BRAVERUS,201707L,10/05/2017,QINGDAO,24,69.5,11.66,11.3,35.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,7.86,0.3,17.72,17.72,280,,167856
BRAVERUS,201707L,10/04/2017,QINGDAO,24,70.5,11.04,10.8,35.6,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,3,0.3,14.04,0.2,17.72,17.72,265,,167856
BRAVERUS,201707L,10/03/2017,QINGDAO,24,69.6,10.62,11.08,35.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1,16.17,0.5,17.72,17.72,255,,167856
BRAVERUS,201707L,10/02/2017,QINGDAO,24,69.9,10.25,11.1,34.4,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,19.52,1,17.72,17.72,246,,167856
BRAVERUS,201707L,10/01/2017,QINGDAO,24,68.3,10.54,11.08,34.1,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,3,0.5,15.27,0.5,17.72,17.72,253,,167856
BRAVERUS,201707L,9/30/2017,QINGDAO,24,69.5,10.66,11,35.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,15.7,0.5,17.72,17.72,256,,167856
BRAVERUS,201707L,9/29/2017,QINGDAO,24,69.7,11.16,11.1,34.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,11.98,0.2,17.72,17.72,268,,167856
BRAVERUS,201707L,9/28/2017,QINGDAO,24,68.6,11.08,11.1,34.1,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4,1.5,11.27,0.2,17.72,17.75,266,,167856
BRAVERUS,201707L,9/27/2017,QINGDAO,10.5,66.7,11.14,10.3,14.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1.5,6.77,0.5,17.72,17.75,117,,167856
BRAVERUS,201707L,9/27/2017,PORT HEDLAND,0,0,0,0,5,0,0,0,0,0,1.8,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,17.74,17.74,0,LOADING,167856
BRAVERUS,201707B,9/26/2017,PORT HEDLAND,0,0,0,0,1.8,0,0,0,0,0,4.3,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,12.7,13.95,0,LOADING,106682
BRAVERUS,201707B,9/25/2017,PORT HEDLAND,0,0,0,0,1.8,0,0,0,0,0,2.4,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8.05,0,LOADING,0
BRAVERUS,201707B,9/25/2017,PORT HEDLAND,1.83,60.3,8.74,10.4,1.5,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,3.03,0.2,7,8.05,16,,0
BRAVERUS,201707B,9/24/2017,PORT HEDLAND,24,60.1,10.29,10,22.9,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,6.01,0.2,7,8.05,247,,0
BRAVERUS,201707B,9/23/2017,PORT HEDLAND,24,60.4,9.87,10.4,22.9,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,10.29,0.6,7,8.05,237,,0
BRAVERUS,201707B,9/22/2017,PORT HEDLAND,24,59,9.45,10.5,21.6,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1,12.01,1.1,7,8.05,227,,0
BRAVERUS,201707B,9/21/2017,PORT HEDLAND,24,59.4,10.41,10.6,21.9,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1,3.66,0.5,7,8,250,,0
BRAVERUS,201707B,9/20/2017,PORT HEDLAND,24,59,11.08,10.4,22,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,0.5,-3.1,0.7,7,8,266,,0
BRAVERUS,201707B,9/19/2017,PORT HEDLAND,24,60.3,10.83,10.9,23.3,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1.32,0.1,7,8,260,,0
BRAVERUS,201707B,9/18/2017,PORT HEDLAND,16,59.1,10.31,11.3,15.1,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,4,1,4.12,1,7,8,165,,0
BRAVERUS,201707B,9/18/2017,SINGAPORE,0,0,0,0,1.3,0,0,0,0,0,1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,6.8,8.2,0,BUNKERING,0
BRAVERUS,201707B,9/17/2017,SINGAPORE,0,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,6.8,8.2,0,BUNKERING,0
BRAVERUS,201707B,9/17/2017,SINGAPORE PEGBC,13.83,60.5,9.18,10.7,12.3,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,14.59,0.1,7,8,127,,0
BRAVERUS,201707B,9/16/2017,SINGAPORE PEGBC,24,64,11.25,11.1,27.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1.5,3.53,0.2,7,8,270,,0
BRAVERUS,201707B,9/15/2017,SINGAPORE PEGBC,24,65.5,10.79,10.6,28.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,2,9.5,0.2,6.24,8.41,259,,0
BRAVERUS,201707B,9/14/2017,SINGAPORE PEGBC,24,65.4,10.58,10.8,28.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,11.09,1,6.24,8.41,254,,0
BRAVERUS,201707B,9/13/2017,SINGAPORE PEGBC,24,58.8,10.79,10.6,20.8,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,1,-0.69,0.5,6.24,8.41,259,,0
BRAVERUS,201707B,09/12/2017,SINGAPORE PEGBC,24,57.4,10.16,10.5,20.4,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,4,1,2.75,0.5,6.24,8.41,244,,0
BRAVERUS,201707B,09/11/2017,SINGAPORE PEGBC,24,58.3,10.25,10.7,22.3,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,4,1,3.52,0.5,6.24,8.41,246,,0
BRAVERUS,201707B,09/10/2017,SINGAPORE PEGBC,24,58.3,10,10.6,23,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,3,0.5,5.73,0.6,6.24,8.41,240,,0
BRAVERUS,201707B,09/09/2017,SINGAPORE PEGBC,24,59.2,10.16,10.5,23.1,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,4,0.5,5.68,0.2,6.24,8.41,244,,0
BRAVERUS,201707B,09/08/2017,SINGAPORE PEGBC,24,58.6,10.58,10.8,22.8,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0.81,0.2,6.24,8.41,254,,0
BRAVERUS,201707B,09/07/2017,SINGAPORE PEGBC,24,59.8,11.2,11,24.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1,-2.98,1,6.24,8.41,269,,0
BRAVERUS,201707B,09/06/2017,SINGAPORE PEGBC,8.83,57,13.47,10.8,9.9,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,4,1,-6.63,0.3,6.24,8.41,119,,0
BRAVERUS,201706L,09/06/2017,TIANJIN,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,6.25,8.41,0,DISCHARGING,0
BRAVERUS,201706L,09/05/2017,TIANJIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.8,0,0,0,0,0,8.82,10.84,0,DISCHARGING,28538
BRAVERUS,201706L,09/04/2017,TIANJIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1.8,0,0,0,0,0,12.72,14.42,0,DISCHARGING,87509
BRAVERUS,201706L,09/03/2017,TIANJIN,0,0,0,0,8.7,0,0,0,0,0,0.8,0,0,0,0.6,0,0,0,0,0,1.2,0,0,0,0,0,16.6,16.8,0,DISCHARGING,145050
BRAVERUS,201706L,09/03/2017,TIANJIN,8.83,71,9.85,10.8,15.7,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,3,0.5,20.83,0.6,17.59,17.59,87,,145050
BRAVERUS,201706L,09/02/2017,TIANJIN,24,68.5,10.45,11,38.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0.5,16.22,0.4,17.59,17.59,251,,165858
BRAVERUS,201706L,09/01/2017,TIANJIN,24,68.8,9.87,10,39,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2,21.23,0.5,17.59,17.59,237,,165858
BRAVERUS,201706L,8/31/2017,TIANJIN,24,70,9.7,9.87,41.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,6,2.5,23.9,1,17.59,17.59,233,,165858
BRAVERUS,201706L,8/30/2017,TIANJIN,24,68.8,11.16,10.3,38.8,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,5,2,10.9,0.8,17.59,17.59,268,,165858
BRAVERUS,201706L,8/29/2017,TIANJIN,24,68,10.95,11.6,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,11.56,0.5,17.59,17.59,263,,165858
BRAVERUS,201706L,8/28/2017,TIANJIN,24,69.2,11.16,10.6,38.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,11.37,0.5,17.59,17.59,268,,165858
BRAVERUS,201706L,8/27/2017,TIANJIN,24,69.2,10.87,10.7,38.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,13.74,0.1,17.59,17.59,261,,165858
BRAVERUS,201706L,8/26/2017,TIANJIN,24,69.4,10.87,10.8,38,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,0.5,14,0.1,17.59,17.59,261,,165858
BRAVERUS,201706L,8/25/2017,TIANJIN,24,70,10.54,11.5,39.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1,17.34,1,17.59,17.59,253,,165858
BRAVERUS,201706L,8/24/2017,TIANJIN,24,70.4,10.45,11.04,39.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,18.4,1,17.59,17.59,251,,165858
BRAVERUS,201706L,8/23/2017,TIANJIN,24,73,10.41,11.4,43.7,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.2,21.7,1,17.59,17.59,250,,165858
BRAVERUS,201706L,8/22/2017,QINGDAO,24,70.5,9.83,11.3,39.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,2.5,23.4,1.5,17.59,17.59,236,,165858
BRAVERUS,201706L,8/21/2017,QINGDAO,24,69.9,10.62,10.8,38.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,16.5,0.4,17.59,17.59,255,,165858
BRAVERUS,201706L,8/20/2017,QINGDAO,24,70.5,10.7,10.9,38.8,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,16.58,0.3,17.59,17.59,257,,165858
BRAVERUS,201706L,8/19/2017,QINGDAO,15.83,68.5,10.92,10.6,25.3,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,12,0.5,17.59,17.59,173,,165858
BRAVERUS,201706L,8/19/2017,DAMPIER,0,0,0,0,5.5,0,0,0,0,0,1.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,17.59,17.59,0,LOADING,165858
BRAVERUS,201706B,8/18/2017,DAMPIER,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17.59,17.59,0,LOADING,165858
BRAVERUS,201706B,8/17/2017,DAMPIER,0,0,0,0,1.5,0,0,0,0,0,2.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,8.05,0,LOADING,0
BRAVERUS,201706B,8/16/2017,DAMPIER,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,8.05,0,LOADING,0
BRAVERUS,201706B,8/15/2017,DAMPIER,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,6,8.05,0,LOADING,0
BRAVERUS,201706B,8/14/2017,DAMPIER,0,0,0,0,2,0,0,0,0,0,0.8,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,6,8.05,0,LOADING,0
BRAVERUS,201706B,8/14/2017,DAMPIER,18,54,9.38,9.5,15.5,0,0,0,0,0,3,0,0,0,0,0,1.3,0,0,0,0,0,4,1,4.62,0.5,6,8.05,169,,0
BRAVERUS,201706B,8/13/2017,DAMPIER,24,63.7,10.7,10.58,30.3,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4,1.5,7.68,1,6,8.05,257,,0
BRAVERUS,201706B,08/12/2017,DAMPIER,24,67.6,10.29,10.75,35.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,16.44,1,6,8.05,247,,0
BRAVERUS,201706B,08/11/2017,DAMPIER,24,60.3,11.08,10.25,25.8,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1.5,-0.94,0.7,6,8.05,266,,0
BRAVERUS,201706B,08/10/2017,DAMPIER,24,57,11.33,10.23,22.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,5,1.5,-9.06,1.1,6.71,8.57,272,,0
BRAVERUS,201706B,08/09/2017,DAMPIER,24,57.1,11.41,10.14,22.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,2,0.1,-9.86,1.2,6.71,8.57,274,,0
BRAVERUS,201706B,08/08/2017,DAMPIER,24,59.8,10.79,10.83,24.5,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0.88,0.2,6.71,8.57,259,,0
BRAVERUS,201706B,08/07/2017,DAMPIER,24,58.6,10.75,10.5,23.7,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,2,0.1,-0.74,0.3,6.42,8.53,258,,0
BRAVERUS,201706B,08/06/2017,DAMPIER,24,62.3,11.29,11,28.4,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.4,0.3,6.42,8.53,271,,0
BRAVERUS,201706B,08/05/2017,DAMPIER,24,62.4,10.7,11.2,28,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,3,1,5.79,0.2,6.42,8.53,257,,0
BRAVERUS,201706B,08/04/2017,DAMPIER,18.83,63.7,11.36,11.4,23.2,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,3,1,0.27,0.2,6.42,8.53,214,,0
BRAVERUS,201706B,08/04/2017,HONG KONG,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,6.42,8.53,0,BUNKERING,0
BRAVERUS,201706B,08/03/2017,HONG KONG,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6.42,8.42,0,BUNKERING,0
BRAVERUS,201706B,08/03/2017,HONG KONG,18,57.1,8.88,9.7,13.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1.5,14.48,0.5,6.42,8.42,160,,0
BRAVERUS,201706B,08/02/2017,HONG KONG,24,65.1,10.04,10.6,28.3,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,3,1.5,15.23,0.5,6.42,8.53,241,,0
BRAVERUS,201706B,08/01/2017,HONG KONG,24,65.1,9.08,9.55,30.3,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,7,2.5,23.34,0.5,8.32,10.91,218,,0
BRAVERUS,201706B,7/31/2017,HONG KONG,24,65,8.62,9.16,30.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,7,3.5,27.13,1,8.32,10.91,207,,0
BRAVERUS,201706B,7/30/2017,HONG KONG,24,58.8,9.41,10.4,21.5,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,12.13,1,8.32,10.91,226,,0
BRAVERUS,201706B,7/29/2017,HONG KONG,24,58,10.41,10.3,21.8,0,0,0,0,0,3.7,0,0,0,0,0,1.1,0,0,0,0,0,3,0.5,1.45,0.1,6.32,8.4,250,,0
BRAVERUS,201706B,7/28/2017,SINGAPORE PEGBC,10.83,58,10.37,10.3,10.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,-1.35,0.5,6.32,8.4,112.4,,0
BRAVERUS,201705L,7/28/2017,JINGTANG,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0.6,0,0,0,0,0,6.32,8.4,0,DISCHARGING,0
BRAVERUS,201705L,7/27/2017,JINGTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,1.9,0,0,0,0,0,6.5,8.4,0,DISCHARGING,2300
BRAVERUS,201705L,7/26/2017,JINGTANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,1.8,0,0,0,0,0,12.55,14.3,0,DISCHARGING,85654
BRAVERUS,201705L,7/25/2017,JINGTANG,0,0,0,0,6.5,0,0,0,0,0,0.4,0,0,0,3.9,0,0,0,0,0,2,0,0,0,0,0,17.71,17.71,0,DISCHARGING,167650
BRAVERUS,201705L,7/24/2017,JINGTANG,24,71.2,10.42,11,41.4,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,3,0,19.51,0.5,17.71,17.71,250.3,,167650
BRAVERUS,201705L,7/23/2017,JINGTANG,24,71.8,10.67,11.1,41.7,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4,0,18.43,0.5,17.72,17.72,256.1,,167650
BRAVERUS,201705L,7/22/2017,JINGTANG,24,69.1,10.43,11,37.9,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4,1,17.05,0.5,17.72,17.72,250.4,,167650
BRAVERUS,201705L,7/21/2017,JINGTANG,24,69,11.19,10.7,36.2,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4,1.5,11,0.5,17.72,17.72,268.6,,167650
BRAVERUS,201705L,7/20/2017,JINGTANG,24,69.3,11.92,10.8,37.4,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,2,5.57,1,17.71,17.72,286.2,,167650
BRAVERUS,201705L,7/19/2017,JINGTANG,24,71.3,11.62,11.53,40.2,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,6,2,10.49,0.5,17.71,17.72,279,,167650
BRAVERUS,201705L,7/18/2017,JINGTANG,24,73,10.77,11.2,42.3,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4,1.5,19.04,0.5,17.71,17.72,258.5,,167650
BRAVERUS,201705L,7/17/2017,JINGTANG,24,74.2,11.66,11.5,44.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0,13.71,0,17.71,17.72,280,,167650
BRAVERUS,201705L,7/16/2017,JINGTANG,24,75,11.35,12,45.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0,16.89,1,17.71,17.72,272.6,,167650
BRAVERUS,201705L,7/15/2017,JINGTANG,24,75.2,10.39,12,45.8,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,0,24.14,1.5,17.71,17.72,249.5,,167650
BRAVERUS,201705L,7/14/2017,JINGTANG,24,73.5,10.52,11.52,43.9,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,0,21.35,1,17.71,17.72,252.6,,167650
BRAVERUS,201705L,7/13/2017,JINGTANG,24,74.5,10.65,11.65,43.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,0.5,21.38,1,17.71,17.72,255.8,,167650
BRAVERUS,201705L,07/12/2017,JINGTANG,24,72.8,11.06,11.56,41.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,1.5,16.5,0.5,17.71,17.72,265.5,,167650
BRAVERUS,201705L,07/11/2017,QINGDAO,24,71.7,11.1,11.61,40.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,14.91,0.5,17.71,17.72,266.5,,167650
BRAVERUS,201705L,07/10/2017,QINGDAO,10,71,11.01,11.5,16.7,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,6,2.5,14.84,0.5,17.71,17.72,110.1,,167650
BRAVERUS,201705L,07/10/2017,PORT HEDLAND,0,0,0,0,5.1,0,0,0,0,0,1.7,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,17.71,17.72,0,LOADING,167650
BRAVERUS,201705L,07/09/2017,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,17.71,17.72,0,LOADING,167650
BRAVERUS,201705B,07/08/2017,PORT HEDLAND,0,0,0,0,2.1,0,0,0,0,0,3.5,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,8.4,10.4,0,LOADING,53000
BRAVERUS,201705B,07/07/2017,PORT HEDLAND,0,0,0,0,1.8,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201705B,07/07/2017,PORT HEDLAND,21,59.5,9.94,10.5,21.6,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,4,1,8.3,0.5,7,8,208.8,,0
BRAVERUS,201705B,07/06/2017,PORT HEDLAND,24,63.8,10.55,11,30.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,9.14,0.5,7,8,253.2,,0
BRAVERUS,201705B,07/05/2017,PORT HEDLAND,24,65.4,10.4,11.4,32.7,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,6,2.5,12.56,1,6.6,8.8,249.8,,0
BRAVERUS,201705B,07/04/2017,PORT HEDLAND,24,65.1,10.9,11.1,32.3,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,0,8.01,0,6.6,8.8,261.6,,0
BRAVERUS,201705B,07/03/2017,PORT HEDLAND,24,65.1,10.51,11,32.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,0,11.25,0.5,6.8,8.2,252.3,,0
BRAVERUS,201705B,07/02/2017,PORT HEDLAND,24,65,10.89,11,32.7,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,0,8.02,0,8.3,10.6,261.4,,0
