VESSEL,VOYAGE,DATED,TO,STEAM,RPM,SPEED,STW,M/E HFO CONS.,M/E LSHFO CONS.,M/E MDO CONS.,M/E LSMDO CONS.,M/E MGO CONS.,M/E LSMGO CONS.,D/G HFO CONS.,D/G LSHFO CONS.,D/G MDO CONS.,D/G LSMDO CONS.,D/G MGO CONS.,D/G LSMGO CONS.,BOIL. HFO CONS.,BOIL. SHFO CONS.,BOIL. MDO CONS.,BOIL. LSMDO CONS.,BOIL. MGO CONS.,BOIL. LSMGO CONS.,WIND,SWELL,SLIP,CUR SPD,DRAFT FOR,DRAFT AFT,OBS DIST,OPERATION,CARGOCARRIED
BRAVERUS,201701B,01/03/2017,HONG KONG,18,61.2,11.54,0,19.3,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,4,2,-3.48,0.5,6.4,8.4,207.8,,0
BRAVERUS,201607L,01/03/2017,TAICANG,0,0,0,0,10.1,0,0,0,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0.4,0,0,0,0,0,6.4,8.4,0,DISCHARGING,0
BRAVERUS,201607L,01/02/2017,TAICANG,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,2.1,0,0,0,0,0,6.4,8.4,0,DISCHARGING,0
BRAVERUS,201607L,01/01/2017,TAICANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,2.1,0,0,0,0,0,9.8,11.2,0,DISCHARGING,49792
BRAVERUS,201607L,12/31/2016,TAICANG,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,1.5,0,0,0,0,0,12,12,0,DISCHARGING,78552
BRAVERUS,201607L,12/30/2016,TAICANG,0,0,0,0,5.1,0,0,0,0,0,0.8,0,0,0,1.8,0,1.7,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/29/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/28/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/27/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/26/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/25/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/24/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/23/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/22/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/21/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/20/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/19/2016,TAICANG,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/18/2016,TAICANG,0,0,0,0,0.6,0,0,0,0,0,1.3,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,12,12,0,DISCHARGING,96638
BRAVERUS,201607L,12/18/2016,TAICANG,9.5,75.1,12.42,0,15.3,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,9.16,0.5,12,12,118,,96638
BRAVERUS,201607L,12/18/2016,BEILUN,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,11.66,11.68,0,DISCHARGING,96638
BRAVERUS,201607L,12/17/2016,BEILUN,0,0,0,0,9.2,0,0,0,0,0,1.1,0,0,0,1.1,0,1.2,0,0,0,0.3,0,0,0,0,0,17.8,17.8,0,DISCHARGING,167201
BRAVERUS,201607L,12/16/2016,TAICANG,2,73,10,0,2.8,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,5,3,24.81,0.5,17.68,17.68,20,,0
BRAVERUS,201607L,12/15/2016,BEILUN,24,70.9,8.58,8.6,41.6,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,7,4,33.48,0.5,17.68,17.68,206,,167201
BRAVERUS,201607L,12/14/2016,BEILUN,24,69.8,11.08,9.8,40.2,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,6,4,12.84,1,17.66,17.66,266,,167201
BRAVERUS,201607L,12/13/2016,BEILUN,24,67.2,9.92,9.5,38.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3.5,18.87,1.5,17.66,17.66,238.1,,167201
BRAVERUS,201607L,12/12/2016,BEILUN,24,70.7,11.37,10.8,40.7,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,2.5,11.65,1,17.67,17.68,273,,167201
BRAVERUS,201607L,12/11/2016,BEILUN,24,69.4,10.66,10.9,38.7,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,2,15.68,1,17.67,17.68,255.9,,167201
BRAVERUS,201607L,12/10/2016,BEILUN,24,70.5,10.93,11.2,39.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,2,0,14.8,1,17.67,17.68,262.5,,167201
BRAVERUS,201607L,12/09/2016,BEILUN,24,69.9,10.23,11,39.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,1,0,19.6,4.5,17.67,17.68,245.7,,167201
BRAVERUS,201607L,12/08/2016,BEILUN,24,69,11.24,10.9,39.1,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,3,1,10.6,0.5,17.67,17.68,269.8,,167201
BRAVERUS,201607L,12/07/2016,BEILUN,24,69.1,11.49,11,39.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0.5,8.61,0.5,17.67,17.68,275.8,,167201
BRAVERUS,201607L,12/06/2016,BEILUN,24,70.2,11.09,10.9,41.3,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0.5,13.2,0.5,17.67,17.68,266.3,,167201
BRAVERUS,201607L,12/05/2016,QINGDAO,24,69.1,11.1,11,39,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,1,11.78,0.5,17.67,17.68,266.6,,167201
BRAVERUS,201607L,12/04/2016,QINGDAO,21,69.8,11.11,11,34.5,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4,1,12.57,0.5,7.02,8.2,233.5,,167201
BRAVERUS,201607L,12/04/2016,PORT HEDLAND,0,0,0,0,5.7,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,17.7,17.7,0,LOADING,167201
BRAVERUS,201607L,12/03/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,17.7,17.7,0,LOADING,167201
BRAVERUS,201607B,12/02/2016,PORT HEDLAND,0,0,0,0,2.3,0,0,0,0,0,4.2,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,12.61,12.74,0,LOADING,108600
BRAVERUS,201607B,12/01/2016,PORT HEDLAND,0,0,0,0,0.7,0,0,0,0,0,2.7,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7.02,8.2,0,LOADING,0
BRAVERUS,201607B,11/30/2016,PORT HEDLAND,18,69.7,12.28,12.4,31.9,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,2,0,3.15,0.5,7.02,8.2,221.2,,0
BRAVERUS,201607B,11/29/2016,PORT HEDLAND,24,69.4,11.28,12.4,42.3,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,3,1,10.68,1,7.06,8.2,270.8,,0
BRAVERUS,201607B,11/28/2016,PORT HEDLAND,24,71,12.66,12.6,44.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,1.5,2.12,0.5,7.06,8.2,303.9,,0
BRAVERUS,201607B,11/27/2016,PORT HEDLAND,24,69.9,13.1,12.7,43.6,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3,0,-2.94,0.5,7.06,8.2,314.4,,0
BRAVERUS,201607B,11/26/2016,PORT HEDLAND,24,70.5,13.28,12.9,46.9,0,0,0,0,0,3.3,0,0,0,0,0,0.1,0,0,0,0,0,3,0,-3.37,0.5,6.6,8.6,318.8,,0
BRAVERUS,201607B,11/25/2016,PORT HEDLAND,18.83,72.4,13.1,13.11,36.9,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.14,0.5,6.6,8.6,246.7,,0
BRAVERUS,201607B,11/25/2016,SINGAPORE,0,0,0,0,1.3,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,6.7,8.6,0,BUNKERING,0
BRAVERUS,201607B,11/24/2016,SINGAPORE,0,0,0,0,6.5,0,0,0,0,0,3.1,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,6.7,8.6,0,BUNKERING,0
BRAVERUS,201607B,11/23/2016,SINGAPORE EOPL,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,6.48,8.4,0,BUNKERING,0
BRAVERUS,201607B,11/22/2016,SINGAPORE EOPL,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0.4,0,1.2,0,0,0,0.6,0,0,0,0,0,6.48,8.4,0,BUNKERING,0
BRAVERUS,201607B,11/21/2016,SINGAPORE EOPL,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,6.48,8.4,0,BUNKERING,0
BRAVERUS,201607B,11/20/2016,SINGAPORE EOPL,0,0,0,0,1.4,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.48,8.4,0,BUNKERING,0
BRAVERUS,201607B,11/20/2016,SINGAPORE,21.5,59.2,11.14,10.66,23.6,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,3,0,-3.4,0.5,6.48,8.4,239.7,,0
BRAVERUS,201607B,11/19/2016,SINGAPORE EOPL,24,59.7,11.5,10.8,25.1,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,3,0.1,-5.78,1,6.48,8.4,276,,0
BRAVERUS,201607B,11/18/2016,SINGAPORE,24,60.5,10.55,11.1,25.2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,4.19,1,6.48,8.4,253.3,,0
BRAVERUS,201607B,11/17/2016,SINGAPORE,24,60.6,10.51,11.2,25.3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,1,4.79,1.5,6.48,8.4,252.4,,0
BRAVERUS,201607B,11/16/2016,SINGAPORE,24,60,11.04,11.1,25.8,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,5,1.5,-1.02,0.5,6.48,8.4,265.1,,0
BRAVERUS,201607B,11/15/2016,SINGAPORE,24,60.3,11.26,11.2,26.6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1.5,-2.57,0.5,6.48,8.4,270.4,,0
BRAVERUS,201607B,11/14/2016,SINGAPORE,24,63.8,10.87,11.8,28.3,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6.35,0.5,6.48,8.4,261,,0
BRAVERUS,201607B,11/13/2016,SINGAPORE,21.66,62,11.77,11.14,22.1,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,1,-5.54,1,6.48,8.4,255,,0
BRAVERUS,201607B,11/13/2016,ZHOUSHAN,0,0,0,0,1.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,6.48,8.4,0,DISCHARGING,0
BRAVERUS,201606L,11/12/2016,ZHOUSHAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.8,0,0,0,0,0,6.8,8.4,0,DISCHARGING,0
BRAVERUS,201606L,11/11/2016,ZHOUSHAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.8,0,0,0,0,0,11.16,12.79,0,DISCHARGING,61801
BRAVERUS,201606L,11/10/2016,ZHOUSHAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1.7,0,0,0,0,0,15.02,15.58,0,DISCHARGING,110291
BRAVERUS,201606L,11/09/2016,ZHOUSHAN,0,0,0,0,12.4,0,0,0,0,0,0.7,0,0,0,2,0,1.5,0,0,0,0.4,0,0,0,0,0,17.7,17.7,0,DISCHARGING,167755
BRAVERUS,201606L,11/08/2016,ZHOUSHAN,0,0,0,0,1.1,0,0,0,0,0,2.7,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,17.7,17.7,0,DISCHARGING,167755
BRAVERUS,201606L,11/07/2016,ZHOUSHAN,0,0,0,0,1.6,0,0,0,0,0,1.9,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,17.7,17.7,0,DISCHARGING,167755
BRAVERUS,201606L,11/07/2016,ZHOUSHAN,7.83,73.1,11.03,11.13,14.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,16.84,0.5,17.7,17.7,86.4,,167755
BRAVERUS,201606L,11/06/2016,ZHOUSHAN,24,70.3,11.43,10.86,39.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,0.5,10.64,0.6,17.7,17.7,274.5,,167755
BRAVERUS,201606L,11/05/2016,ZHOUSHAN,24,72.7,10.86,10.49,46.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2.5,17.9,0.4,17.7,17.7,260.8,,167755
BRAVERUS,201606L,11/04/2016,ZHOUSHAN,24,76,10.12,9.91,53.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4.5,26.88,0.2,17.71,17.71,242.9,,167755
BRAVERUS,201606L,11/03/2016,ZHOUSHAN,24,72.2,10.88,10.76,44.9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.1,0,5,2,17.2,1,17.71,17.71,261.3,,167755
BRAVERUS,201606L,11/02/2016,ZHOUSHAN,24,75.2,11.69,11.58,47.9,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1,14.63,0.5,17.71,17.71,280.6,,167755
BRAVERUS,201606L,11/01/2016,ZHOUSHAN,24,71.1,9.92,10.7,41.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,23.27,1.2,17.72,17.72,238.3,,167755
BRAVERUS,201606L,10/31/2016,QINGDAO,24,70.9,10.61,11.1,39.9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,17.78,0.5,17.72,17.72,254.7,,167755
BRAVERUS,201606L,10/30/2016,QINGDAO,24,69.9,11.17,11.38,36.7,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0,12.2,0.2,17.72,17.72,268.2,,167755
BRAVERUS,201606L,10/29/2016,QINGDAO,24,70.5,11.31,11.21,37.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,2,0,11.93,0.1,17.72,17.72,271.5,,167755
BRAVERUS,201606L,10/28/2016,QINGDAO,24,69.9,11.19,10.04,37.8,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,0,12.07,1.2,17.72,17.72,268.6,,167755
BRAVERUS,201606L,10/27/2016,QINGDAO,24,70.1,11.37,11.16,37.9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.5,10.93,0.2,17.72,17.72,272.9,,167755
BRAVERUS,201606L,10/26/2016,QINGDAO,14,70.3,10.73,10.75,19.7,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,5,1,16.12,0,7,8,150.3,,167755
BRAVERUS,201606L,10/26/2016,PORT HEDLAND,0,0,0,0,5.9,0,0,0,0,0,1.3,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,17.74,17.8,0,LOADING,167755
BRAVERUS,201606B,10/25/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,17.74,17.8,0,LOADING,167755
BRAVERUS,201606B,10/24/2016,PORT HEDLAND,0,0,0,0,1.9,0,0,0,0,0,3.3,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,6.7,8.35,0,LOADING,17000
BRAVERUS,201606B,10/23/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201606B,10/22/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201606B,10/21/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201606B,10/20/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201606B,10/19/2016,PORT HEDLAND,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201606B,10/18/2016,PORT HEDLAND,0,0,0,0,1.3,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,7,8,0,LOADING,0
BRAVERUS,201606B,10/18/2016,PORT HEDLAND,21,67,11.04,10.91,29.6,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,4,1.5,9.52,0.2,7,8,231.9,,0
BRAVERUS,201606B,10/17/2016,PORT HEDLAND,24,65.5,10.67,10.7,32.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,10.5,0,7,8,256.3,,0
BRAVERUS,201606B,10/16/2016,PORT HEDLAND,24,58.7,10.61,10.22,23.2,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,4,1,0.7,0.4,7,8,254.8,,0
BRAVERUS,201606B,10/15/2016,PORT HEDLAND,24,65.1,11.93,11.77,30.9,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.73,0.3,6.66,8.67,286.5,,0
BRAVERUS,201606B,10/14/2016,PORT HEDLAND,24,64.5,12.45,12.07,30.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.2,0,3,0,-5.99,0.5,6.66,8.67,299,,0
BRAVERUS,201606B,10/13/2016,PORT HEDLAND,24,65.1,12.18,12.18,30.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0,-2.84,0,6.66,8.67,292.5,,0
BRAVERUS,201606B,10/12/2016,PORT HEDLAND,5,64.3,12.26,12.2,5.7,0,0,0,0,0,0.7,0,0,0,0,0,0.2,0,0,0,0.2,0,3,0,-4.6,0.6,6.66,8.67,61.3,,0
BRAVERUS,201606B,10/12/2016,SINGAPORE,0,0,0,0,0.5,0,0,0,0,0,2.2,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,6.66,8.67,0,BUNKERING,0
BRAVERUS,201606B,10/11/2016,SINGAPORE EOPL,0,0,0,0,4.6,0,0,0,0,0,3,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,6.8,8.32,0,BUNKERING,0
BRAVERUS,201606B,10/10/2016,SINGAPORE EOPL,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,6.7,8.25,0,BUNKERING,0
BRAVERUS,201606B,10/09/2016,SINGAPORE EOPL,0,0,0,0,3.2,0,0,0,0,0,3,0,0,0,0,0,1.9,0,0,0,0.2,0,0,0,0,0,6.7,8.25,0,BUNKERING,0
BRAVERUS,201606B,10/08/2016,SINGAPORE,24,58.5,10.12,9.94,22.8,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,4,0.5,4.92,0.3,6.7,8.25,243.1,,0
BRAVERUS,201606B,10/07/2016,SINGAPORE,24,61,10.52,10.53,26,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,5,1.5,5.28,0,6.7,8.25,252.7,,0
BRAVERUS,201606B,10/06/2016,SINGAPORE,24,62.1,9.62,10.75,27.1,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,5,1,14.81,1.1,6.7,8.25,231.1,,0
BRAVERUS,201606B,10/05/2016,SINGAPORE,24,56.8,9.95,10.43,20.4,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,3,0.5,3.74,0.5,6.7,8.25,239,,0
BRAVERUS,201606B,10/04/2016,SINGAPORE,24,56,10.41,10.5,19.6,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.04,0.1,6.7,8.25,249.9,,0
BRAVERUS,201606B,10/03/2016,SINGAPORE,24,59.4,10.88,10.87,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.57,0,6.7,8.25,261.3,,0
BRAVERUS,201606B,10/02/2016,SINGAPORE,24,60.8,11.1,11.19,24.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.22,0.1,6.7,8.25,266.6,,0
BRAVERUS,201606B,10/01/2016,SINGAPORE,24,61,10.75,10.95,22.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,5,2,3.26,0.1,6.7,8.25,258,,0
BRAVERUS,201606B,9/30/2016,SINGAPORE,13.83,61,10.64,10.7,12.9,0,0,0,0,0,1.9,0,0,0,0,0,0.2,0,0,0,0,0,4,1,1.8,0.2,6.7,8.25,147.2,,0
BRAVERUS,201606B,9/30/2016,RUGAO,0,0,0,0,8.3,0,0,0,0,0,1.4,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,6.7,8.25,0,TRANSIT,0
BRAVERUS,201606B,9/29/2016,RUGAO,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0.6,0,1.3,0,0,0,0.4,0,0,0,0,0,6.7,8.25,0,TRANSIT,0
BRAVERUS,201605L,9/28/2016,RUGAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,1.9,0,0,0,0,0,6.7,8.25,0,DISCHARGING,0
BRAVERUS,201605L,9/27/2016,RUGAO,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,1.9,0,0,0,0,0,9.2,9.7,0,DISCHARGING,40972
BRAVERUS,201605L,9/26/2016,RUGAO,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.3,0,0,0,0,0,10.75,10.75,0,DISCHARGING,83546
BRAVERUS,201605L,9/26/2016,RUGAO,15.5,66.5,11.09,10.94,22.7,0,0,0,0,0,1.2,0,0,0,0.5,0,0,0,0,0,0.2,0,3,0,8.46,0.3,10.75,10.75,171.9,,83546
BRAVERUS,201605L,9/25/2016,RUGAO,19,66.6,11.31,11.09,28.5,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,4,0,6.68,0.3,10.75,10.75,215,,83546
BRAVERUS,201605L,9/25/2016,QINGDAO,0,0,0,0,1.4,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,10.55,10.56,0,DISCHARGING,83546
BRAVERUS,201605L,9/24/2016,QINGDAO,0,0,0,0,2.2,0,0,0,0,0,2.9,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,10.81,12.49,0,DISCHARGING,103095
BRAVERUS,201605L,9/23/2016,QINGDAO,0,0,0,0,0.5,0,0,0,0,0,0.8,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,17.72,17.7,0,DISCHARGING,167622
BRAVERUS,201605L,9/23/2016,QINGDAO,16,70.1,10.72,10.66,25.6,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0.1,0,3,0,15.96,0,17.72,17.7,171.6,,167622
BRAVERUS,201605L,9/22/2016,QINGDAO,24,72.4,11.1,11.27,43.1,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,3,2,15.77,0.3,17.72,17.7,266.5,,167622
BRAVERUS,201605L,9/21/2016,QINGDAO,24,75,10.13,10.19,49.5,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,6,3,25.78,0.3,17.71,17.71,243.2,,167622
BRAVERUS,201605L,9/20/2016,QINGDAO,24,72.6,11.1,10.11,45.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0.2,0,6,3.5,16.04,1.2,17.7,17.72,266.4,,167622
BRAVERUS,201605L,9/19/2016,QINGDAO,24,69.3,11.03,10.7,38.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,12.52,0.5,17.7,17.72,264.8,,167622
BRAVERUS,201605L,9/18/2016,QINGDAO,24,70,11.22,11.05,38.7,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,11.96,0.3,17.69,17.73,269.3,,167622
BRAVERUS,201605L,9/17/2016,QINGDAO,24,72.4,11.21,11.47,43.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,5,2,14.94,0.3,17.69,17.74,269.2,,167622
BRAVERUS,201605L,9/16/2016,QINGDAO,24,73.6,11.02,11.51,45.1,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1.5,17.74,0.8,17.69,17.75,264.7,,167622
BRAVERUS,201605L,9/15/2016,QINGDAO,23,74.9,11.02,11.89,43.8,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,3,0,19.13,1.3,17.68,17.76,253.6,,167622
BRAVERUS,201605L,9/14/2016,QINGDAO,24,73.5,11.05,11.45,44.6,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,0,17.37,0.7,17.68,17.76,265.3,,167622
BRAVERUS,201605L,9/13/2016,QINGDAO,24,71.8,11.01,11.13,42.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,1.5,15.74,0.4,17.68,17.77,264.3,,167622
BRAVERUS,201605L,09/12/2016,QINGDAO,24,71.2,11.05,11.16,41,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,4,1.5,14.68,0.3,17.68,17.78,265.4,,167622
